Index,Text
1689,"This abstract is called Untitled, It was created by Keith Haring, created in 1978. It follows the Post-Painterly Abstraction style. "
1690,"This literary painting is called Gone With the Wind, It was created by Thomas Kinkade. It follows the Kitsch style. "
1691,"This genre painting is called It Doesn't Get Much Better, It was created by Thomas Kinkade. It follows the Kitsch style. "
1692,"This installation is called Super Special Happy Place (installation view), It was created by Tony Feher, created in 2011. It follows the Post-Minimalism style. "
1693,"This literary painting is called Cinderella Wishes Upon A Dream, It was created by Thomas Kinkade. It follows the Kitsch style. "
1694,"This figurative is called Untitled, It was created by Keith Haring, created in 1983. It follows the Pop Art style. "
1695,"This abstract is called Untitled, It was created by Keith Haring, created in 1978. It follows the Post-Painterly Abstraction style. "
1696,"This landscape is called Rosebud Cottage, It was created by Thomas Kinkade, created in 2011. It follows the Kitsch style. "
1697,"This design is called ""Secret Pastures"" Backdrops, It was created by Keith Haring, created in 1984. It follows the Pop Art style. "
1698,"This cityscape is called Graceland Christmas, It was created by Thomas Kinkade, created in 2008. It follows the Kitsch style. "
1699,"This landscape is called Christmas Evening, It was created by Thomas Kinkade, created in 2005. It follows the Kitsch style. "
1700,"This literary painting is called Disney Dreams, It was created by Thomas Kinkade. It follows the Kitsch style. "
1701,"This literary painting is called Beauty and the Beast Fall In Love, It was created by Thomas Kinkade. It follows the Kitsch style. "
1702,"This landscape is called A Peaceful Retreat, It was created by Thomas Kinkade, created in 2002. It follows the Kitsch style. "
1703,"This genre painting is called Indy Excitement, It was created by Thomas Kinkade. It follows the Kitsch style. "
1704,"This landscape is called Sweetheart Gazebo, It was created by Thomas Kinkade, created in 2002. It follows the Kitsch style. "
1705,"This landscape is called A View from Cannery Row, Monterey, It was created by Thomas Kinkade, created in 1996. It follows the Impressionism style. "
1706,"This landscape is called Cobblestone Bridge, It was created by Thomas Kinkade, created in 2000. It follows the Kitsch style. "
1707,"This landscape is called The Light of Peace, It was created by Thomas Kinkade, created in 1996. It follows the Kitsch style. "
1708,"This literary painting is called Disney Dreams, It was created by Thomas Kinkade. It follows the Kitsch style. "
1709,"This cityscape is called San Francisco, Market Street, It was created by Thomas Kinkade, created in 1994. It follows the Kitsch style. "
1710,"This landscape is called Moonlit Village, It was created by Thomas Kinkade, created in 1989. It follows the Kitsch style. "
1711,"This cityscape is called Town Square, It was created by Thomas Kinkade, created in 1986. It follows the Kitsch style. "
1712,"This landscape is called Beside Still Waters, It was created by Thomas Kinkade, created in 1992. It follows the Kitsch style. "
1713,"This landscape is called Lingering Dusk, It was created by Thomas Kinkade, created in 1983. It follows the Kitsch style. "
1714,"This interior is called Econo Lodge Lamp #3, It was created by Dan Witz. It follows the Hyper-Realism style. "
1715,"This interior is called Bar Shrine #2 Triptych, It was created by Dan Witz. It follows the Hyper-Realism style. "
1716,"This interior is called Upper East Side Hotel Lobby Lamp, It was created by Dan Witz. It follows the Hyper-Realism style. "
1717,"This landscape is called Afternoon Light, Dogwood, It was created by Thomas Kinkade, created in 1985. It follows the Kitsch style. "
1718,"This genre painting is called Christmas, It was created by Thomas Kinkade. It follows the Kitsch style. "
1719,"This interior is called Park Ave Lobby Lamps with Poinsettia, It was created by Dan Witz. It follows the Hyper-Realism style. "
1720,"This interior is called Park Ave. Lobby Lamp (Annunciation), It was created by Dan Witz. It follows the Hyper-Realism style. "
1721,"This interior is called Park Ave Lobby Lamp with Telephone, It was created by Dan Witz. It follows the Hyper-Realism style. "
1722,"This cityscape is called Garden Gate LA, It was created by Dan Witz. It follows the Hyper-Realism style. It create on oil, canvas, digital"
1723,"This interior is called Bar Shrine #3 M Shanghai, It was created by Dan Witz. It follows the Hyper-Realism style. "
1724,"This genre painting is called I Feel..., It was created by Dan Witz, created in 2016. It follows the Hyper-Realism style. "
1725,"This nude painting (nu) is called Orgy (Big), It was created by Dan Witz, created in 2016. It follows the Hyper-Realism style. "
1726,"This figurative is called Scrum 4 (Microphone), It was created by Dan Witz, created in 2016. It follows the Hyper-Realism style. "
1727,"This genre painting is called Womp, It was created by Dan Witz, created in 2016. It follows the Hyper-Realism style. "
1728,"This interior is called Lantern & Flashlight, It was created by Dan Witz. It follows the Hyper-Realism style. "
1729,"This portrait is called Sandi (Sorrowing), It was created by Dan Witz, created in 2016. It follows the Hyper-Realism style. "
1730,"This genre painting is called EDC, It was created by Dan Witz, created in 2017. It follows the Hyper-Realism style. "
1731,"This genre painting is called Byronesque 3, It was created by Dan Witz, created in 2015. It follows the Hyper-Realism style. "
1732,"This nude painting (nu) is called A Small Orgy, It was created by Dan Witz, created in 2015. It follows the Hyper-Realism style. "
1733,"This genre painting is called Scrum 1 (King of Hearts), It was created by Dan Witz, created in 2015. It follows the Hyper-Realism style. "
1734,"This cityscape is called Main Street Celebration, It was created by Thomas Kinkade, created in 1995. It follows the Kitsch style. "
1735,"This figurative is called Scrum Study (The Flash), It was created by Dan Witz, created in 2015. It follows the Hyper-Realism style. "
1736,"This figurative is called Untitled, It was created by Keith Haring, created in 1982. It follows the Street art style. "
1737,"This portrait is called Jillian Dolorosa (Sorrowing), It was created by Dan Witz, created in 2015. It follows the Hyper-Realism style. It create on oil, canvas"
1738,"This genre painting is called Brite Nite 2, It was created by Dan Witz, created in 2014. It follows the Hyper-Realism style. "
1739,"This portrait is called Anna (Sorrowing), It was created by Dan Witz, created in 2016. It follows the Hyper-Realism style. It create on oil, canvas"
1740,"This genre painting is called Agnostic Front, It was created by Dan Witz, created in 2014. It follows the Hyper-Realism style. "
1741,"This landscape is called Savannah Romance, It was created by Thomas Kinkade, created in 2009. It follows the Kitsch style. "
1742,"This genre painting is called Agnostic Front Circle Pit, It was created by Dan Witz, created in 2014. It follows the Hyper-Realism style. "
1743,"This genre painting is called Free for All, It was created by Dan Witz, created in 2014. It follows the Hyper-Realism style. "
1744,"This genre painting is called Mosh Pit Study Anarchy, It was created by Dan Witz, created in 2014. It follows the Hyper-Realism style. "
1745,"This genre painting is called Mosh Pit Study Jets, It was created by Dan Witz, created in 2014. It follows the Hyper-Realism style. "
1746,"This genre painting is called Vision of Disorder Study B, It was created by Dan Witz, created in 2014. It follows the Hyper-Realism style. "
1747,"This portrait is called Acheron Study, It was created by Dan Witz, created in 2014. It follows the Hyper-Realism style. "
1748,"This genre painting is called Agnostic Front Camo Study, It was created by Dan Witz, created in 2014. It follows the Hyper-Realism style. "
1749,"This genre painting is called Agnostic Front  Crowd Study, It was created by Dan Witz, created in 2014. It follows the Hyper-Realism style. "
1750,"This genre painting is called Brite Nite 1, It was created by Dan Witz, created in 2014. It follows the Hyper-Realism style. "
1751,"This genre painting is called Byronesque 2, It was created by Dan Witz, created in 2013. It follows the Hyper-Realism style. "
1752,"This genre painting is called Vision of Disorder Club Revolution Study A, It was created by Dan Witz, created in 2013. It follows the Hyper-Realism style. "
1753,"This genre painting is called Scrum 3 (System of a Down), It was created by Dan Witz, created in 2015. It follows the Hyper-Realism style. "
1754,"This genre painting is called Vision of Disorder Frieze, It was created by Dan Witz, created in 2013. It follows the Hyper-Realism style. "
1755,"This portrait is called Byronesque Study - Justin, It was created by Dan Witz, created in 2013. It follows the Hyper-Realism style. "
1756,"This genre painting is called Vision of Disorder, It was created by Dan Witz, created in 2013. It follows the Hyper-Realism style. "
1757,"This genre painting is called Byronesque - White Study, It was created by Dan Witz, created in 2013. It follows the Hyper-Realism style. "
1758,"This figurative is called Byronesque Blue Study, It was created by Dan Witz, created in 2013. It follows the Hyper-Realism style. "
1759,"This nude painting (nu) is called 5 Ludlow, It was created by Dan Witz, created in 2012. It follows the Hyper-Realism style. "
1760,"This genre painting is called Vision of Disorder Club Revolution Study D, It was created by Dan Witz, created in 2013. It follows the Hyper-Realism style. "
1761,"This portrait is called Byronesque - Jonathan, It was created by Dan Witz, created in 2013. It follows the Hyper-Realism style. "
1762,"This portrait is called Vision of Disorder Grey Study, It was created by Dan Witz, created in 2013. It follows the Hyper-Realism style. "
1763,"This genre painting is called Byronesque, It was created by Dan Witz, created in 2012. It follows the Hyper-Realism style. "
1764,"This landscape is called Portofino, It was created by Thomas Kinkade, created in 2003. It follows the Impressionism style. "
1765,"This nude painting (nu) is called Ruth Baghead, It was created by Dan Witz, created in 2012. It follows the Hyper-Realism style. "
1766,"This portrait is called Keith Blue Jumpsuit, It was created by Dan Witz, created in 2012. It follows the Hyper-Realism style. "
1767,"This portrait is called Brent Jumpsuit, It was created by Dan Witz, created in 2012. It follows the Hyper-Realism style. "
1768,"This genre painting is called 70 Commercial St (square), It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. "
1769,"This portrait is called Tiffy Hostage, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. "
1770,"This portrait is called M, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. "
1771,"This figurative is called Tiffy Hoody Gas Mask, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. "
1772,"This portrait is called Man of Sorrows, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. "
1773,"This nude painting (nu) is called Raquel, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. It create on oil, canvas, digital"
1774,"This figurative is called Hoodys Kissing, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. It create on oil, canvas, digital"
1775,"This nude painting (nu) is called Hooded Girl With Ball Gag, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. It create on oil, canvas, digital"
1776,"This figurative is called Hoody Gas Mask, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. "
1777,"This portrait is called Colleen, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. "
1778,"This genre painting is called ABC No Rio, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. "
1779,"This landscape is called Beacon of Hope, It was created by Thomas Kinkade, created in 1994. It follows the Kitsch style. "
1780,"This portrait is called Mo, It was created by Dan Witz, created in 2010. It follows the Hyper-Realism style. "
1781,"This figurative is called Mona and Melissa, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. "
1782,"This figurative is called Tony Hooded, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. "
1783,"This cityscape is called LA Bodega, It was created by Dan Witz, created in 2010. It follows the Hyper-Realism style. "
1784,"This portrait is called May, It was created by Dan Witz, created in 2010. It follows the Hyper-Realism style. "
1785,"This cityscape is called New Jersey Office Park, It was created by Dan Witz, created in 2009. It follows the Hyper-Realism style. "
1786,"This genre painting is called Sapphire Lounge, It was created by Dan Witz, created in 2008. It follows the Hyper-Realism style. "
1787,"This genre painting is called Scrum 2 (All Out War), It was created by Dan Witz, created in 2015. It follows the Hyper-Realism style. It create on oil, canvas"
1788,"This genre painting is called Grand Central Station, It was created by Dan Witz, created in 2008. It follows the Hyper-Realism style. "
1789,"This cityscape is called El Chubasco, LA, It was created by Dan Witz, created in 2010. It follows the Hyper-Realism style. "
1790,"This cityscape is called Danish Hot Dog Stand, It was created by Dan Witz, created in 2008. It follows the Hyper-Realism style. "
1791,"This cityscape is called Bus shelter 1, It was created by Dan Witz, created in 2008. It follows the Hyper-Realism style. "
1792,"This portrait is called Laura, It was created by Dan Witz, created in 2008. It follows the Hyper-Realism style. "
1793,"This genre painting is called Mosh Pit I, It was created by Dan Witz, created in 2007. It follows the Hyper-Realism style. "
1794,"This portrait is called Rosy cell phone, It was created by Dan Witz, created in 2007. It follows the Hyper-Realism style. "
1795,"This genre painting is called 2 girls, It was created by Dan Witz, created in 2007. It follows the Hyper-Realism style. "
1796,"This genre painting is called 70 commercial street, It was created by Dan Witz, created in 2010. It follows the Hyper-Realism style. "
1797,"This genre painting is called Lotus Lounge, It was created by Dan Witz, created in 2008. It follows the Hyper-Realism style. "
1798,"This interior is called Viking Hotel Lamp, It was created by Dan Witz, created in 2007. It follows the Hyper-Realism style. "
1799,"This portrait is called Natasha, It was created by Dan Witz, created in 2007. It follows the Hyper-Realism style. "
1800,"This portrait is called Elizabeth, It was created by Dan Witz, created in 2007. It follows the Hyper-Realism style. "
1801,"This figurative is called KW, It was created by Dan Witz, created in 2011. It follows the Hyper-Realism style. "
1802,"This genre painting is called Big Mosh Pit, It was created by Dan Witz, created in 2007. It follows the Hyper-Realism style. "
1803,"This nude painting (nu) is called Old man and young girl, It was created by Dan Witz, created in 2006. It follows the Hyper-Realism style. "
1804,"This interior is called Elevator Door, It was created by Dan Witz, created in 2006. It follows the Hyper-Realism style. "
1805,"This interior is called Econo Lodge, It was created by Dan Witz, created in 2006. It follows the Hyper-Realism style. "
1806,"This interior is called Shrine, It was created by Dan Witz, created in 2006. It follows the Hyper-Realism style. "
1807,"This genre painting is called Girls putting on makeup, It was created by Dan Witz, created in 2006. It follows the Hyper-Realism style. "
1808,"This cityscape is called Hermano & Deli. caption: Brooklyn, NY, It was created by Dan Witz, created in 2007. It follows the Hyper-Realism style. "
1809,"This cityscape is called School Street, It was created by Dan Witz, created in 2006. It follows the Hyper-Realism style. "
1810,"This genre painting is called Sick Of It All, It was created by Dan Witz, created in 2015. It follows the Hyper-Realism style. "
1811,"This cityscape is called Kedzie Ave. Chicago, Ill, It was created by Dan Witz, created in 2006. It follows the Hyper-Realism style. "
1812,"This cityscape is called Winnetka, Ill, It was created by Dan Witz, created in 2006. It follows the Hyper-Realism style. "
1813,"This cityscape is called J&J liquor, It was created by Dan Witz, created in 2005. It follows the Hyper-Realism style. "
1814,"This interior is called Pennsylvania traveler's hotel, It was created by Dan Witz, created in 2006. It follows the Hyper-Realism style. "
1815,"This cityscape is called Highland Park, Ill, It was created by Dan Witz, created in 2006. It follows the Hyper-Realism style. "
1816,"This interior is called Lamp in window, It was created by Dan Witz, created in 2003. It follows the Hyper-Realism style. "
1817,"This interior is called Rosy's Lamp, It was created by Dan Witz, created in 2006. It follows the Hyper-Realism style. "
1818,"This animal painting is called Dogs Diptych, It was created by Dan Witz, created in 2003. It follows the Hyper-Realism style. "
1819,"This genre painting is called Mosh Pit, It was created by Dan Witz, created in 2000. It follows the Hyper-Realism style. "
1820,"This cityscape is called Kenmare and Elizabeth, It was created by Dan Witz, created in 2005. It follows the Hyper-Realism style. "
1821,"This portrait is called Nadeen, It was created by Dan Witz, created in 2010. It follows the Hyper-Realism style. "
1822,"This sculpture is called Untitled, It was created by Tony Feher, created in 2009. It follows the Post-Minimalism style. "
1823,"This cityscape is called R&N Grocery, It was created by Dan Witz, created in 2005. It follows the Hyper-Realism style. "
1824,"This figurative is called Hoody, It was created by Dan Witz, created in 1996. It follows the Street art style. "
1825,"This installation is called A Little Bird Told Me in Everyday Eden (installation view), It was created by Tony Feher, created in 2008. It follows the Post-Minimalism style. "
1826,"This figurative is called Ilene\'s leg, It was created by Dan Witz, created in 1999. It follows the Street art style. "
1827,"This figurative is called Rats, It was created by Dan Witz, created in 2001. It follows the Street art style. "
1828,"This installation is called Just So, It was created by Tony Feher, created in 2002. It follows the Post-Minimalism style. "
1829,"This animal painting is called Dogs Fighting, It was created by Dan Witz, created in 2002. It follows the Hyper-Realism style. "
1830,"This sculpture is called Blossom, It was created by Tony Feher, created in 2009. It follows the Post-Minimalism style. "
1831,"This sculpture is called Sharadiant, It was created by Tony Feher, created in 2000. It follows the Post-Minimalism style. "
1832,"This sculpture is called Untitled, It was created by Tony Feher, created in 2007. It follows the Post-Minimalism style. "
1833,"This sculpture is called Untitled, It was created by Tony Feher, created in 2009. It follows the Post-Minimalism style. "
1834,"This installation is called Three Guys, It was created by Tony Feher, created in 1991. It follows the Post-Minimalism style. "
1835,"This sculpture is called Long Term Pillow, It was created by Tony Feher, created in 1997. It follows the Post-Minimalism style. "
1836,"This installation is called You do not take a photograph. You make it., It was created by Alfredo Jaar, created in 2013. It follows the Conceptual Art style. It create on light box"
1837,"This sculpture is called Enjoy, It was created by Tony Feher, created in 2001. "
1838,"This installation is called Round Things with a Hole in the Middle Most of the Time, It was created by Tony Feher, created in 1990. It follows the Post-Minimalism style. "
1839,"This installation is called Lament of the Images, It was created by Alfredo Jaar, created in 2002. It follows the Conceptual Art,Neo-Minimalism style. It create on glass"
1840,"This installation is called Searching for Africa in Life, It was created by Alfredo Jaar, created in 1996. It follows the Conceptual Art style. It create on print, plexiglas"
1841,"This installation is called The Rwanda Project: The Eyes of Gutete Emerita, It was created by Alfredo Jaar, created in 1996. It follows the Conceptual Art style. "
1842,"This installation is called The Marx Lounge, It was created by Alfredo Jaar, created in 2010. It follows the Conceptual Art style. "
1843,"This genre painting is called Lotus Lounge big, It was created by Dan Witz, created in 2010. It follows the Hyper-Realism style. "
1844,"This photo is called Gold in the morning (A - J), It was created by Alfredo Jaar, created in 1985. It follows the Conceptual Art,Social Realism style. It create on light box"
1845,"This genre painting is called Untitled (Studio), It was created by Kerry James Marshall, created in 2014. It follows the Expressionism style. It create on acrylic"
1846,"This genre painting is called School of Beauty, School of Culture, It was created by Kerry James Marshall, created in 2012. It follows the Existential Art,Pop Art style. It create on acrylic"
1847,"This installation is called 1+1+1, It was created by Alfredo Jaar, created in 1987. It follows the Conceptual Art,Post-Minimalism style. It create on light box"
1848,"This video is called A Logo for America, It was created by Alfredo Jaar, created in 1987. It follows the Conceptual Art style. "
1849,"This sculpture is called Probably Best Seen in a Dark Room with the T.V. On, It was created by Tony Feher, created in 1999. It follows the Post-Minimalism style. "
1850,"This installation is called Park of the Laments, It was created by Alfredo Jaar. It follows the Environmental (Land) Art style. "
1851,"This figurative is called Black Star 2, It was created by Kerry James Marshall, created in 2012. It follows the Expressionism,Pop Art style. It create on acrylic"
1852,"This sculpture is called (Crystalline), It was created by Tony Feher, created in 2007. It follows the Post-Minimalism style. "
1853,"This cityscape is called Raja Foods, It was created by Dan Witz, created in 2006. It follows the Hyper-Realism style. "
1854,"This portrait is called Portrait of a Curator (in Memory of Beryl Wright), It was created by Kerry James Marshall, created in 2009. It follows the Expressionism style. It create on acrylic"
1855,"This cityscape is called 7am Sunday Morning, It was created by Kerry James Marshall, created in 2003. It follows the Expressionism style. It create on acrylic"
1856,"This portrait is called Untitled, It was created by Kerry James Marshall, created in 2009. It follows the Expressionism style. "
1857,"This installation is called It Seemed a Beautiful Day, It was created by Tony Feher, created in 2002. It follows the Post-Minimalism style. "
1858,"This genre painting is called the Academy, It was created by Kerry James Marshall, created in 2012. It follows the Expressionism style. It create on acrylic"
1859,"This figurative is called Many Mansions, It was created by Kerry James Marshall, created in 1994. It follows the Expressionism,Naïve Art (Primitivism) style. It create on acrylic"
1860,"This genre painting is called Bang, It was created by Kerry James Marshall, created in 1994. It follows the Expressionism style. "
1861,"This figurative is called Campfire Girls, It was created by Kerry James Marshall, created in 1995. It follows the Expressionism style. It create on acrylic, collage"
1862,"This figurative is called De Style, It was created by Kerry James Marshall, created in 1993. It follows the Naïve Art (Primitivism),Expressionism style. It create on acrylic, collage"
1863,"This portrait is called Untitled (Painter), It was created by Kerry James Marshall, created in 2009. It follows the Expressionism style. It create on acrylic"
1864,"This portrait is called Portrait of Nat Turner with the Head of his Master, It was created by Kerry James Marshall, created in 2011. It follows the Expressionism style. It create on oil"
1865,"This genre painting is called Past Times, It was created by Kerry James Marshall, created in 1997. It follows the Expressionism style. It create on acrylic, collage"
1866,"This figurative is called Beauty Examined, It was created by Kerry James Marshall, created in 1993. It follows the Naïve Art (Primitivism) style. It create on acrylic, collage"
1867,"This self-portrait is called A Portrait of the Artist as a Shadow of His Former Self, It was created by Kerry James Marshall, created in 1980. It follows the Naïve Art (Primitivism) style. It create on tempera"
1868,"This genre painting is called Vignette 13, It was created by Kerry James Marshall, created in 2008. It follows the Naïve Art (Primitivism) style. "
1869,"This abstract is called Cosmic Girl, It was created by Jack Armstrong. It follows the Neo-Pop Art style. It create on acrylic, canvas"
1870,"This genre painting is called Souvenir I, It was created by Kerry James Marshall, created in 1997. It follows the Expressionism style. It create on acrylic, glitter, collage, canvas"
1871,"This abstract is called Cosmic Zen, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1872,"This abstract is called Cosmic Starship Harley, It was created by Jack Armstrong. It follows the Neo-Pop Art style. It create on metal"
1873,"This abstract is called Cosmic X Humanity, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1874,"This abstract is called Cosmic Fire #733, It was created by Jack Armstrong. It follows the Contemporary style. It create on acrylic, canvas"
1875,"This abstract is called Cosmic Revolution, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, wood"
1876,"This abstract is called Future Magic #1, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1877,"This figurative is called Better Homes, Better Gardens, It was created by Kerry James Marshall, created in 1994. It follows the Naïve Art (Primitivism),Expressionism style. "
1878,"This abstract is called Cosmic #1, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1879,"This abstract is called Enlightened, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1880,"This abstract is called Cosmic Goddess, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1881,"This abstract is called Star Paths, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1882,"This abstract is called Last Star, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1883,"This abstract is called Cosmic Star Twins #2, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1884,"This abstract is called Star Trip Origins, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1885,"This portrait is called Untitled, It was created by Kerry James Marshall, created in 2012. It follows the Expressionism style. "
1886,"This abstract is called Paris Star Dream, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1887,"This abstract is called Cosmic Final Magic, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1888,"This abstract is called Cosmic Dream Star, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1889,"This abstract is called Primal Star Twin #1, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1890,"This abstract is called Interdimensional Magic, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1891,"This abstract is called Child Magic, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1892,"This abstract is called Cosmic Bubblegum, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1893,"This abstract is called Cosmic Golden Dream, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic"
1894,"This abstract is called Starkey #733, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1895,"This abstract is called Cosmic Intel, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1896,"This abstract is called Ancient Universal Royals, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1897,"This abstract is called Cosmic Dream Museum, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1898,"This abstract is called Warhol Naked, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1899,"This abstract is called Cosmic Being, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1900,"This abstract is called Space X, It was created by Jack Armstrong, created in 2002. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1901,"This abstract is called Primal Star Twin #2, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1902,"This installation is called Wrapped Reichstag (Berlin), It was created by Christo and Jeanne-Claude, created in 1995. It follows the Environmental (Land) Art,Site-specific art style. It create on fabric"
1903,"This sketch and study is called The Umbrellas. Joint Project for Japan and USA (Ibaraki and California), It was created by Christo and Jeanne-Claude, created in 1991. It follows the Environmental (Land) Art,Site-specific art style. "
1904,"This abstract is called Cosmic X #1, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1905,"This sketch and study is called Over the River (Unrealized), It was created by Christo and Jeanne-Claude, created in 2017. It follows the Environmental (Land) Art,Site-specific art style. "
1906,"This installation is called The Floating Piers (Lake Iseo near Brescia, Italy), It was created by Christo and Jeanne-Claude, created in 2016. It follows the Environmental (Land) Art,Site-specific art style. "
1907,"This abstract is called The Last Wizard, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1908,"This sculpture is called ""Untitled"" (Blue Mirror), It was created by Felix Gonzalez-Torres, created in 1990. "
1909,"This installation is called Valley Curtain (USA), It was created by Christo and Jeanne-Claude, created in 1972. It follows the Environmental (Land) Art,Site-specific art style. "
1910,"This installation is called Wall of Oil Barrels – The Iron Curtain (Paris), It was created by Christo and Jeanne-Claude, created in 1962. It follows the Environmental (Land) Art,Site-specific art style. It create on assemblage"
1911,"This sketch and study is called Surrounded Islands (Biscayne Bay, Miami), It was created by Christo and Jeanne-Claude, created in 1983. It follows the Environmental (Land) Art,Site-specific art style. "
1912,"This installation is called ""Untitled"" (North), It was created by Felix Gonzalez-Torres, created in 1993. It follows the Conceptual Art,Minimalism style. "
1913,"This installation is called ""Untitled"", It was created by Felix Gonzalez-Torres, created in 1993. It follows the Conceptual Art,Minimalism style. "
1914,"This installation is called Pont Neuf (Paris), It was created by Christo and Jeanne-Claude, created in 1985. It follows the Environmental (Land) Art,Site-specific art style. "
1915,"This installation is called ""Untitled"" (Beginning), It was created by Felix Gonzalez-Torres, created in 1994. It follows the Conceptual Art,Minimalism style. "
1916,"This installation is called ""Untitled"" (Placebo), It was created by Felix Gonzalez-Torres, created in 1991. It follows the Conceptual Art style. "
1917,"This abstract is called Cosmic Firebird, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1918,"This installation is called ""Untitled"" (America #1), It was created by Felix Gonzalez-Torres, created in 1992. It follows the Conceptual Art,Minimalism style. "
1919,"This installation is called ""Untitled"" (Public Opinion), It was created by Felix Gonzalez-Torres, created in 1991. It follows the Conceptual Art style. "
1920,"This installation is called ""Untitled"" (March 5th) #2, It was created by Felix Gonzalez-Torres, created in 1991. It follows the Conceptual Art,Minimalism style. "
1921,"This installation is called “Untitled” (Portrait of Ross in L.A.), It was created by Felix Gonzalez-Torres, created in 1991. It follows the Conceptual Art style. "
1922,"This installation is called Untitled (Death by Gun), It was created by Felix Gonzalez-Torres, created in 1990. It follows the Conceptual Art,Minimalism style. "
1923,"This installation is called ""Untitled"" (Last Light), It was created by Felix Gonzalez-Torres, created in 1993. It follows the Conceptual Art,Minimalism style. "
1924,"This installation is called ""Untitled"" (Double Portrait), It was created by Felix Gonzalez-Torres, created in 1991. It follows the Conceptual Art,Minimalism style. "
1925,"This installation is called ""Untitled"", It was created by Felix Gonzalez-Torres, created in 1989. It follows the Conceptual Art,Minimalism style. "
1926,"This installation is called ""Untitled"" (Warm Water), It was created by Felix Gonzalez-Torres, created in 1988. It follows the Conceptual Art style. "
1927,"This installation is called ""Untitled"" (A Corner of Baci), It was created by Felix Gonzalez-Torres, created in 1990. It follows the Conceptual Art style. "
1928,"This abstract is called Cosmic Star Twins #1, It was created by Jack Armstrong. It follows the Abstract Expressionism style. It create on acrylic, canvas"
1929,"This installation is called “Untitled”, It was created by Felix Gonzalez-Torres, created in 1991. It follows the Conceptual Art style. It create on paper"
1930,"This figurative is called Hurdy Gurdy, It was created by Kenny Scharf, created in 2008. It follows the Lowbrow Art style. "
1931,"This landscape is called Bear Jungle, It was created by Kenny Scharf, created in 2010. It follows the Lowbrow Art style. "
1932,"This installation is called ""Untitled"" (Perfect Lovers), It was created by Felix Gonzalez-Torres, created in 1990. It follows the Conceptual Art style. "
1933,"This still life is called Glazed Cruller in Space, It was created by Kenny Scharf, created in 2011. It follows the Lowbrow Art style. "
